ltr	sg	age
alt-scaf_33:3194855-3204627:3195642-3203821	non-specific	2.1264895527197005
alt-scaf_33:3236720-3251885:3238285-3250321	non-specific	2.1140710318220797
alt-scaf_33:3279087-3282503:3279192-3282402	non-specific	6.4801349261676044
alt-scaf_33:3287206-3293697:3287316-3293591	non-specific	2.1596317696024525
alt-scaf_33:3307352-3321197:3308564-3319992	non-specific	0.48090964292226934
alt-scaf_33:3345698-3356460:3347160-3354987	non-specific	0.9819084295247313
alt-scaf_33:3410099-3411980:3410499-3411583	non-specific	2.5015531789778582
alt-scaf_33:3415045-3423570:3416354-3422270	non-specific	1.169545826411
alt-scaf_33:3453022-3467810:3453783-3467044	non-specific	1.862713768997318
alt-scaf_33:3476993-3491694:3479187-3489497	non-specific	1.3261769108639607
alt-scaf_33:3560063-3572242:3562364-3569936	non-specific	1.911988349826357
alt-scaf_33:3590678-3597210:3591710-3596177	non-specific	1.0616049958876317
alt-scaf_33:3663782-3677795:3665303-3676274	non-specific	0.3833046440462105
alt-scaf_33:3681455-3684592:3682057-3683988	non-specific	1.9037700723217224
alt-scaf_33:3699847-3706608:3700336-3706119	non-specific	0.23557469229982012
alt-scaf_33:3761169-3767449:3761549-3767075	non-specific	1.6623782549029735
alt-scaf_33:3982522-3991338:3983649-3990209	non-specific	1.536350181948575
alt-scaf_33:4142019-4153793:4144780-4151031	non-specific	1.0935453771121204
alt-scaf_33:4228842-4232579:4229501-4231918	non-specific	1.7971449864628652
alt-scaf_33:4257268-4272136:4258713-4270694	non-specific	1.085556965583315
alt-scaf_33:4289188-4297953:4291321-4295819	non-specific	0.5474701903212361
alt-scaf_33:4540695-4554699:4541620-4553768	non-specific	1.8299107475847176
alt-scaf_33:4653563-4663281:4654254-4662592	non-specific	0.787577380615641
alt-scaf_33:4666062-4674963:4666187-4674845	non-specific	2.8858082936603773
alt-scaf_33:4717103-4729654:4720603-4726159	non-specific	1.524183087000037
alt-scaf_33:4737931-4749720:4738689-4748970	non-specific	1.6135278556818227
alt-scaf_33:4756399-4767267:4756581-4767079	non-specific	4.150106839029859
alt-scaf_33:4775094-4781078:4775543-4780627	non-specific	0.5161284473535043
alt-scaf_33:4814246-4828961:4815859-4827355	non-specific	0.7717712685236461
alt-scaf_33:4847339-4856677:4847958-4856062	non-specific	0.9461166851361394
alt-scaf_33:4937485-4954108:4939599-4951977	non-specific	1.289955715366684
alt-scaf_33:4976416-4982955:4976674-4982691	non-specific	2.105794987052601
alt-scaf_33:4989662-4998489:4991972-4996177	non-specific	0.2821445727434284
alt-scaf_33:5046783-5054686:5047657-5053818	non-specific	0.9381689915065402
alt-scaf_33:5066247-5069462:5066360-5069351	non-specific	2.463826604594213
alt-scaf_33:5123153-5131843:5123969-5131026	non-specific	4.30150719133374
alt-scaf_33:5156036-5162790:5157293-5161521	non-specific	0.9540665691181514
alt-scaf_33:5173037-5180870:5174415-5179493	non-specific	0.9341959656967816
alt-scaf_33:5289433-5302097:5289933-5301598	non-specific	0.8588122596251003
alt-scaf_33:5313121-5325148:5314003-5324261	non-specific	1.2377163753252882
alt-scaf_33:5696695-5707216:5697845-5706071	non-specific	3.400472326636064
alt-scaf_33:5709350-5722125:5709734-5721742	non-specific	1.435114190323745
alt-scaf_33:5771342-5782365:5773372-5780344	non-specific	1.1775575342381297
alt-scaf_33:5821694-5833770:5823893-5831572	non-specific	1.085556965583315
alt-scaf_33:5835303-5843128:5836740-5841687	non-specific	0.9222801704790162
alt-scaf_33:5856678-5871420:5857067-5871032	non-specific	0.3988992674000216
alt-scaf_33:5912381-5921082:5913270-5920200	non-specific	0.7007507471839783
alt-scaf_33:6148252-6158360:6148625-6157975	non-specific	4.992817830042482
alt-scaf_33:6187120-6197973:6188520-6196578	non-specific	2.076847514632213
alt-scaf_33:6307759-6318295:6308245-6317812	non-specific	2.3843432792598853
alt-scaf_33:6373609-6382029:6374432-6381193	non-specific	4.842303918010677
alt-scaf_33:6397616-6405652:6398072-6405199	non-specific	4.449218442317264
alt-scaf_33:6413797-6424454:6415149-6423105	non-specific	3.2451066700138353
alt-scaf_33:6477020-6490595:6477591-6490028	non-specific	2.2343412745620648
alt-scaf_33:6630945-6634336:6632073-6633195	non-specific	1.2377163753252882
alt-scaf_33:6651743-6657478:6652200-6657026	non-specific	1.821715817459672
alt-scaf_33:6708375-6719004:6708630-6718737	non-specific	3.5045162765685536
alt-scaf_33:6773159-6786388:6774535-6785021	non-specific	0.36382321300510856
alt-scaf_33:6872657-6878806:6873298-6878162	non-specific	1.0935453771121204
alt-scaf_33:6893193-6903712:6893827-6903082	non-specific	0.6102560213305166
alt-scaf_33:6935760-6943122:6935870-6943013	non-specific	4.896945425454705
alt-scaf_33:6953748-6958453:6953857-6958344	non-specific	0.3521406665695642
alt-scaf_33:6961585-6969053:6962514-6968124	non-specific	0.6259738551732396
alt-scaf_33:6973652-6985743:6974144-6985250	non-specific	1.5201285288591078
alt-scaf_33:6990933-6998909:6991711-6998144	non-specific	2.367637818334811
alt-scaf_33:7092663-7098859:7093593-7097930	non-specific	2.589774209041905
alt-scaf_33:7098947-7107692:7099911-7106728	non-specific	1.7235578193973247
alt-scaf_33:7133260-7142291:7134776-7140760	non-specific	1.2296879439218982
alt-scaf_33:7168531-7172660:7169307-7171887	non-specific	1.629802131908221
alt-scaf_33:7227604-7238977:7229987-7236587	non-specific	1.0975404126210546
alt-scaf_33:7263843-7274498:7264069-7274270	non-specific	0.8508885804525887
alt-scaf_33:7291822-7305628:7293277-7304158	non-specific	2.9709504860696545
alt-scaf_33:7326015-7336927:7326709-7336242	non-specific	2.305078362354866
alt-scaf_33:7361265-7371234:7361726-7370777	non-specific	1.8053329382198418
alt-scaf_33:7380892-7390096:7382365-7388634	non-specific	1.1975965443153918
alt-scaf_33:7410163-7423477:7410335-7423318	non-specific	4.052563649769845
alt-scaf_33:7447368-7456981:7449063-7455277	non-specific	1.2216617463614496
alt-scaf_33:7476706-7481917:7477038-7481582	non-specific	1.8914470445033464
alt-scaf_33:7535764-7546073:7537172-7544660	non-specific	0.5788460235667527
alt-scaf_33:7654667-7667831:7655223-7667284	non-specific	1.780776052077726
alt-scaf_33:7705088-7716446:7705441-7716096	non-specific	1.793051881972681
alt-scaf_33:7720588-7732246:7722555-7730278	non-specific	0.6731788085895595
alt-scaf_33:7790541-7799401:7791710-7798229	non-specific	0.799437650986032
alt-scaf_33:7906189-7920546:7907672-7919063	non-specific	0.02693564884877833
alt-scaf_33:7934668-7942168:7935157-7941668	non-specific	4.207901417968537
alt-scaf_33:7943118-7953386:7943949-7952560	non-specific	2.1099327126347083
alt-scaf_33:8016716-8028122:8017096-8027745	non-specific	1.0257142904052143
alt-scaf_33:8082357-8087108:8083167-8086305	non-specific	2.631879243296285
alt-scaf_33:8114442-8128491:8115869-8127059	non-specific	1.5444644306226525
alt-scaf_33:8140339-8151374:8140660-8151058	non-specific	3.2838697045315204
alt-scaf_33:8154048-8164211:8155686-8162573	non-specific	1.666452858179206
alt-scaf_33:8173209-8188060:8174861-8186395	non-specific	0.5592321288516373
alt-scaf_33:8303558-8316530:8304528-8315560	non-specific	2.6108190438894994
alt-scaf_33:8326413-8332101:8326850-8331663	non-specific	1.069586776194829
alt-scaf_33:8347319-8362047:8348054-8361319	non-specific	0.9580423328686631
alt-scaf_33:8572665-8578338:8573293-8577708	non-specific	0.8667381159316337
alt-scaf_33:8578974-8583872:8579228-8583627	non-specific	2.518336396234517
alt-scaf_33:8597926-8609065:8598094-8608904	non-specific	2.619241278648943
alt-scaf_33:8649701-8665074:8650729-8664042	non-specific	0.5631538410249233
alt-scaf_33:8669348-8681896:8669542-8681698	non-specific	3.487149536822949
alt-scaf_33:8726214-8730741:8726421-8730533	non-specific	0.5592321288516373
alt-scaf_33:8735956-8745335:8736815-8744467	non-specific	2.1099327126347083
alt-scaf_33:8745714-8755460:8747894-8753274	non-specific	0.2666129240461311
alt-scaf_33:8758032-8765047:8758199-8764880	non-specific	4.181212607571724
alt-scaf_33:8765133-8775426:8765310-8775255	non-specific	6.789947242400873
alt-scaf_33:8888358-8900386:8889416-8899325	non-specific	1.6786801224440164
alt-scaf_33:8983595-8993142:8984581-8992161	non-specific	1.5201285288591078
alt-scaf_33:9020953-9032566:9024381-9029131	non-specific	0.6456331988402992
alt-scaf_33:9039008-9049217:9039751-9048476	non-specific	1.2136377814011858
alt-scaf_33:9068832-9082021:9069778-9081067	non-specific	1.4877125638283049
alt-scaf_33:9096319-9108054:9097168-9107201	non-specific	0.9143390406708081
alt-scaf_33:9133359-9147199:9134159-9146390	non-specific	2.2717687121799583
alt-scaf_33:9226519-9236865:9228102-9235289	non-specific	0.9620186446602136
alt-scaf_33:9238260-9248294:9238874-9247680	non-specific	2.6150298538883856
alt-scaf_33:9248945-9262348:9249987-9261302	non-specific	3.060621083150352
alt-scaf_33:9302637-9313144:9302915-9312869	non-specific	3.5132035688631396
alt-scaf_33:9339325-9345258:9339938-9344642	non-specific	3.370196729446016
alt-scaf_33:9384447-9395249:9385341-9394344	non-specific	2.068582140980778
alt-scaf_33:9414182-9425110:9415724-9423574	non-specific	0.5553109497731972
alt-scaf_33:9606266-9614128:9607905-9612485	non-specific	2.0107907430236622
alt-scaf_33:9639014-9646469:9640013-9645488	non-specific	1.7439798760706002
alt-scaf_33:9731112-9740747:9731917-9739942	non-specific	1.4674710684737466
alt-scaf_33:9775412-9787122:9776096-9786444	non-specific	0.340462849590904
alt-scaf_33:9978556-9990092:9978967-9989672	non-specific	2.881557773672402
alt-scaf_33:10169664-10176317:10169847-10176138	non-specific	2.396878726916919
alt-scaf_33:10210420-10219356:10211004-10218781	non-specific	1.6216638461027446
alt-scaf_33:10221685-10230729:10223666-10228756	non-specific	1.3906826626275859
alt-scaf_33:10242508-10249739:10243539-10248701	non-specific	1.953114894925296
alt-scaf_33:10283219-10292316:10283816-10291721	non-specific	1.793051881972681
alt-scaf_33:10325725-10336305:10327225-10334797	non-specific	1.5972627558169203
alt-scaf_33:10440022-10456130:10441763-10454394	non-specific	0.33268026385742844
alt-scaf_33:10469523-10474998:10469763-10474758	non-specific	2.6740458256419326
alt-scaf_33:10510975-10521076:10512347-10519701	non-specific	1.3463194672624232
alt-scaf_33:10530418-10541466:10530888-10540995	non-specific	1.8504082641482875
alt-scaf_33:10584978-10595067:10586495-10593537	non-specific	2.325916443045887
alt-scaf_33:10600972-10611816:10603827-10608961	non-specific	0.5709988652359468
alt-scaf_33:10628350-10644934:10630472-10642808	non-specific	0.4379227498749246
alt-scaf_33:10671147-10681626:10674124-10678651	non-specific	0.29768458865927083
alt-scaf_33:10681669-10687440:10682431-10686681	non-specific	4.697097236830025
alt-scaf_33:10815202-10823617:10815531-10823294	non-specific	2.305078362354866
alt-scaf_33:10900489-10910249:10900657-10910086	non-specific	4.951690633433693
alt-scaf_33:10911885-10920965:10911992-10920850	non-specific	5.458423070502381
alt-scaf_33:10965024-10972336:10965644-10971709	non-specific	2.0314172393234373
alt-scaf_33:10972695-10982923:10973033-10982579	non-specific	5.78088647148232
alt-scaf_33:11054422-11066531:11057351-11063617	non-specific	0.7599223655654448
alt-scaf_33:11093633-11100857:11093891-11100601	non-specific	1.2136377814011858
alt-scaf_33:11132398-11139145:11132881-11138662	non-specific	0.3210103208031848
alt-scaf_33:11314407-11329078:11314662-11328827	non-specific	2.184513444962998
alt-scaf_33:11344136-11347883:11344932-11347074	non-specific	1.911988349826357
alt-scaf_33:11472774-11478571:11473112-11478236	non-specific	3.491490241645849
alt-scaf_33:11522067-11526544:11522302-11526306	non-specific	3.413457316207636
alt-scaf_33:11549140-11561323:11550283-11560164	non-specific	0.9103692954163249
alt-scaf_33:11635834-11647663:11636600-11646898	non-specific	0.4535469364972013
alt-scaf_33:11665939-11676837:11666809-11675962	non-specific	3.595863594217956
alt-scaf_33:11678869-11687507:11680299-11686081	non-specific	1.4027935663865465
alt-scaf_33:11722330-11735599:11722476-11735453	non-specific	3.9156738759627743
alt-scaf_33:11748131-11753823:11748282-11753671	non-specific	4.332776737860419
alt-scaf_33:11854090-11869604:11855056-11868634	non-specific	1.7153930432754072
alt-scaf_33:11985554-11997178:11987401-11995331	non-specific	0.9540665691181514
alt-scaf_33:12005317-12019361:12005842-12018839	non-specific	2.1223494516941224
alt-scaf_33:12061378-12066161:12061487-12066049	non-specific	4.008334641034166
alt-scaf_33:12077256-12089452:12080218-12086482	non-specific	1.435114190323745
alt-scaf_33:12226215-12240610:12227659-12239172	non-specific	0.7559738125723247
alt-scaf_33:12241026-12248463:12242246-12247237	non-specific	1.085556965583315
alt-scaf_33:12256742-12272038:12257219-12271573	non-specific	2.9624249491829566
alt-scaf_33:12287249-12297060:12287729-12296580	non-specific	3.03069990140218
alt-scaf_33:12306095-12311791:12306534-12311352	non-specific	1.069586776194829
alt-scaf_33:12315576-12322584:12315919-12322230	non-specific	2.37181327666825
alt-scaf_33:12341548-12343445:12341863-12343129	non-specific	6.65883917159654
alt-scaf_33:12391235-12402680:12391602-12402306	non-specific	0.728349065003384
alt-scaf_33:12435016-12445303:12436708-12443609	non-specific	2.1430559013996686
alt-scaf_33:12493368-12502687:12494074-12501976	non-specific	1.3261769108639607
alt-scaf_33:12587526-12603953:12589594-12601876	non-specific	0.5435506096580752
alt-scaf_33:12632585-12640603:12632952-12640240	non-specific	3.4351119631566815
alt-scaf_33:12680237-12693871:12681903-12692198	non-specific	2.07271453176876
alt-scaf_33:12999019-13011694:12999280-13011423	non-specific	2.201113159905994
alt-scaf_33:13130064-13141753:13130480-13141332	non-specific	1.8832346163066203
alt-scaf_33:13141754-13146704:13141890-13146578	non-specific	5.217767094222125
alt-scaf_33:13150887-13156786:13151509-13156166	non-specific	3.0563447279655658
alt-scaf_33:13176224-13186302:13177583-13184955	non-specific	2.263447306137493
alt-scaf_33:13199146-13210315:13200826-13208620	non-specific	1.0137606385263789
alt-scaf_33:13224227-13237779:13224975-13237034	non-specific	2.130630248032366
alt-scaf_33:13496953-13510357:13497075-13510240	non-specific	5.875031965775562
alt-scaf_33:13520465-13535390:13521919-13533929	non-specific	3.0777328462777795
alt-scaf_33:13584227-13594237:13584861-13593609	non-specific	1.0496364649727723
alt-scaf_33:13688754-13700580:13689111-13700219	non-specific	0.7520257999956969
alt-scaf_33:13780355-13786081:13780682-13785760	non-specific	3.3529106442269137
alt-scaf_33:13796001-13808063:13797218-13806852	non-specific	0.8310888996380653
alt-scaf_33:13815718-13825754:13818159-13823319	non-specific	1.4553329854643682
alt-scaf_33:13836344-13844765:13837239-13843871	non-specific	1.49581314064261
alt-scaf_33:13850422-13867090:13852549-13864956	non-specific	0.14265987672156893
alt-scaf_33:14087458-14103414:14088939-14101929	non-specific	0.6024003148968482
alt-scaf_33:14121819-14130542:14122693-14129674	non-specific	1.953114894925296
alt-scaf_33:14132099-14144368:14135084-14141380	non-specific	0.2588502345896636
alt-scaf_33:14148797-14159894:14149238-14159457	non-specific	2.451262036477096
alt-scaf_33:14242834-14253688:14243593-14252930	non-specific	2.209416600909256
alt-scaf_33:14631773-14640421:14632496-14639691	non-specific	1.289955715366684
alt-scaf_33:14668012-14682555:14669526-14681036	non-specific	0.8984633364472161
alt-scaf_33:14728746-14737922:14731926-14734754	non-specific	1.085556965583315
alt-scaf_33:14825808-14832973:14826170-14832606	non-specific	3.086292535909175
alt-scaf_33:14866459-14877204:14867088-14876572	non-specific	2.1430559013996686
alt-scaf_33:15145753-15151957:15146235-15151475	non-specific	0.08088251921348824
alt-scaf_33:15190411-15196170:15190849-15195732	non-specific	0.799437650986032
alt-scaf_33:15235284-15248952:15235452-15248779	non-specific	1.5891336437873078
alt-scaf_33:15273785-15290512:15276011-15288286	non-specific	1.073578494715853
alt-scaf_33:15313162-15318815:15315154-15316832	non-specific	0.8429670772183607
alt-scaf_33:15394869-15406746:15395347-15406277	non-specific	2.3425977526598993
alt-scaf_33:15425625-15441004:15426656-15439963	non-specific	0.9381689915065402
alt-scaf_33:15453059-15465107:15454750-15463413	non-specific	1.2056160477993898
alt-scaf_33:15471426-15476466:15472256-15475633	non-specific	2.305078362354866
alt-scaf_33:15488354-15498700:15489255-15497784	non-specific	0.8508885804525887
alt-scaf_33:15700689-15703969:15701240-15703416	non-specific	0.6299046521877232
alt-scaf_33:15751357-15759454:15751650-15759160	non-specific	0.9262515553336644
alt-scaf_33:15776532-15789638:15776951-15789222	non-specific	1.5039159928998642
alt-scaf_33:15835509-15848267:15836961-15846826	non-specific	0.6417002580957649
alt-scaf_33:15888843-15892867:15889204-15892499	non-specific	1.49581314064261
alt-scaf_33:15936408-15946984:15937172-15946228	non-specific	1.2337018803155109
alt-scaf_33:15957909-15967948:15958245-15967610	non-specific	2.2384974814486007
alt-scaf_33:15976256-15986084:15976738-15985614	non-specific	1.6379427143937846
alt-scaf_33:16129880-16139713:16130518-16139073	non-specific	2.9666874026589314
alt-scaf_33:16141467-16151194:16141853-16150802	non-specific	0.894495775221492
alt-scaf_33:16299906-16308303:16301653-16306545	non-specific	1.2296879439218982
alt-scaf_33:16313520-16327754:16314159-16327105	non-specific	2.0851152572643814
alt-scaf_33:16346950-16358025:16347380-16357600	non-specific	3.305427252688394
alt-scaf_33:16359684-16368446:16360099-16368031	non-specific	4.494129168882681
alt-scaf_33:16372451-16381839:16372657-16381628	non-specific	5.809097871135493
alt-scaf_33:16429244-16439396:16430906-16437735	non-specific	1.4229897121713835
alt-scaf_33:16482682-16497015:16483973-16495722	non-specific	1.3987560334740585
alt-scaf_33:16539422-16545140:16539730-16544831	non-specific	1.924320157857197
alt-scaf_33:16563576-16577128:16567618-16573082	non-specific	1.3342322456960205
alt-scaf_33:16578448-16588109:16580142-16586404	non-specific	1.3382607568185723
alt-scaf_33:16700037-16712441:16702943-16709522	non-specific	0.6259738551732396
alt-scaf_33:16813909-16818653:16814378-16818193	non-specific	2.924091184277564
alt-scaf_33:16827505-16838134:16831345-16834287	non-specific	0.728349065003384
alt-scaf_33:16846798-16858693:16847548-16857952	non-specific	4.417822485408888
alt-scaf_33:16871036-16883765:16871547-16883256	non-specific	1.7031502105899017
alt-scaf_33:16897050-16909407:16899042-16907410	non-specific	1.0576149337959078
alt-scaf_33:17366571-17377805:17368330-17376038	non-specific	0.5709988652359468
alt-scaf_33:17382876-17389452:17383032-17389294	non-specific	5.296222404625302
alt-scaf_33:17400773-17405691:17401023-17405439	non-specific	2.5393291588567957
alt-scaf_33:17433577-17438116:17434644-17437055	non-specific	0.9143390406708081
alt-scaf_33:17457484-17470648:17457591-17470541	non-specific	-0.0
alt-scaf_33:17475035-17482556:17475393-17482196	non-specific	0.9739508697925671
alt-scaf_33:17669244-17678602:17669471-17678375	non-specific	0.340462849590904
alt-scaf_33:17700573-17709935:17700799-17709709	non-specific	0.340462849590904
alt-scaf_33:17726304-17736288:17727086-17735515	non-specific	1.1015360014973299
alt-scaf_33:17846924-17856000:17849062-17853863	non-specific	0.5278776107144199
alt-scaf_33:17870748-17879662:17871009-17879400	non-specific	3.7443753139531375
alt-scaf_33:17885746-17899649:17886404-17898990	non-specific	3.0734539537614154
alt-scaf_33:17913917-17924851:17914997-17923764	SG2	1.6746037917870316
alt-scaf_33:17927411-17933044:17927710-17932745	non-specific	0.7796732419592127
alt-scaf_33:17971722-17985766:17972906-17984575	non-specific	1.1535290831643255
alt-scaf_33:17997807-18012363:17999267-18010904	non-specific	0.3171213886980494
alt-scaf_33:18252268-18261381:18252624-18261026	non-specific	0.8746661505689095
alt-scaf_33:18263640-18277668:18265163-18276140	non-specific	0.48090964292226934
alt-scaf_33:18282319-18288346:18282698-18287965	non-specific	0.5082983295404558
alt-scaf_33:18383431-18396506:18384195-18395746	non-specific	2.1389134222016004
alt-scaf_33:18435201-18444353:18436029-18443534	non-specific	2.7247272217178926
alt-scaf_33:18532789-18542197:18534093-18540885	non-specific	1.5972627558169203
alt-scaf_33:18548659-18563661:18548797-18563539	non-specific	7.911387187292879
alt-scaf_33:18699752-18703652:18700353-18703051	non-specific	1.105532143894263
alt-scaf_33:18930177-18935920:18930372-18935724	non-specific	4.651869642356092
alt-scaf_33:18960647-18966528:18960752-18966419	non-specific	1.435114190323745
alt-scaf_33:18989050-19001813:18989311-19001550	non-specific	2.1140710318220797
alt-scaf_33:19019620-19034760:19020305-19034078	non-specific	0.5670760864380132
alt-scaf_33:19149966-19158034:19150120-19157877	non-specific	7.4595586239984275
alt-scaf_33:19214103-19221203:19215475-19219825	non-specific	0.5631538410249233
alt-scaf_33:19251980-19262914:19255066-19259825	non-specific	0.3132329808137292
alt-scaf_33:19265898-19274641:19266067-19274469	non-specific	4.566132086382503
alt-scaf_33:19361465-19374329:19361717-19374081	non-specific	4.60671284877908
alt-scaf_33:19497765-19508370:19498005-19508121	non-specific	4.485141428088316
alt-scaf_33:19513374-19519024:19513699-19518696	non-specific	0.8310888996380653
alt-scaf_33:19530175-19538460:19530794-19537834	non-specific	3.039245643975758
alt-scaf_33:19549049-19560192:19550802-19558443	non-specific	0.37551049272990805
alt-scaf_33:19615136-19621597:19615647-19621081	non-specific	2.080981089740838
alt-scaf_33:19706726-19719342:19707215-19718849	non-specific	0.950091353257643
alt-scaf_33:19749620-19755085:19749725-19754980	non-specific	0.7362391508967084
alt-scaf_33:19817808-19828135:19818160-19827773	non-specific	1.858611350751606
alt-scaf_33:19848982-19862039:19849171-19861849	non-specific	2.0892500173726796
alt-scaf_33:19918212-19932587:19919633-19931166	non-specific	0.7678210933930363
alt-scaf_33:19991674-20006288:19992909-20005061	non-specific	1.435114190323745
alt-scaf_33:20186324-20200735:20186450-20200611	non-specific	7.186885207304156
alt-scaf_33:20363170-20376370:20363490-20376044	non-specific	2.5813605721596975
alt-scaf_33:20388307-20398664:20388841-20398123	non-specific	1.3826115506985592
alt-scaf_33:20415976-20423113:20416474-20422615	non-specific	0.8588122596251003
alt-scaf_33:20460892-20473989:20461244-20473639	non-specific	1.7971449864628652
alt-scaf_33:20611036-20624758:20612186-20623585	non-specific	1.858611350751606
alt-scaf_33:20629690-20640345:20631783-20638247	non-specific	1.4836631283129718
alt-scaf_33:20694459-20706822:20697551-20703746	non-specific	1.0496364649727723
alt-scaf_33:20713841-20724621:20714602-20723862	non-specific	1.1855714678488216
alt-scaf_33:20738180-20749124:20740403-20746901	non-specific	0.36382321300510856
alt-scaf_33:20749370-20756174:20749869-20755675	non-specific	0.7796732419592127
alt-scaf_33:20817195-20828581:20817450-20828323	non-specific	1.524183087000037
alt-scaf_33:20969251-20976496:20969391-20976360	non-specific	4.413340136888308
alt-scaf_33:20984371-20993669:20985745-20992295	non-specific	0.9978301375851625
alt-scaf_33:21099099-21109618:21100733-21107980	non-specific	1.6420138672967632
alt-scaf_33:21151156-21153626:21151525-21153260	non-specific	0.6299046521877232
alt-scaf_33:21180247-21185774:21180567-21185452	non-specific	0.23945264536691951
alt-scaf_33:21316525-21320882:21316629-21320778	non-specific	2.686707829142986
alt-scaf_33:21326184-21328663:21326288-21328559	non-specific	1.5039159928998642
alt-scaf_33:21390661-21404265:21391971-21402956	non-specific	0.7717712685236461
alt-scaf_33:21435162-21444613:21435510-21444265	non-specific	2.775497819475661
alt-scaf_33:21452921-21463323:21454538-21461717	non-specific	1.6868345122781527
alt-scaf_33:21539332-21549476:21540623-21548174	non-specific	0.8707018608840952
alt-scaf_33:21554947-21560308:21555104-21560157	non-specific	4.467174343205893
